Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Estimated crime in Delaware

,,National or state crime,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,

,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
1977,     582000,       2224,          35,         145,,         914,       1130,      33919,       9793,      21408,       2718,         382.1,           6.0,          24.9,,         157.0,         194.2,       5828.0,       1682.6,       3678.4,         467.0 
1978,     583000,       2569,          39,         119,,         848,       1563,      34474,       9466,      22111,       2897,         440.7,           6.7,          20.4,,         145.5,         268.1,       5913.2,       1623.7,       3792.6,         496.9 
1979,     582000,       3127,          33,         162,,         753,       2179,      34853,       8890,      23081,       2882,         537.3,           5.7,          27.8,,         129.4,         374.4,       5988.5,       1527.5,       3965.8,         495.2 
1980,     594779,       2824,          41,         144,,         815,       1824,      37482,       9698,      25077,       2707,         474.8,           6.9,          24.2,,         137.0,         306.7,       6301.8,       1630.5,       4216.2,         455.1 
1981,     598000,       3044,          40,         170,,         844,       1990,      36958,       9627,      24759,       2572,         509.0,           6.7,          28.4,,         141.1,         332.8,       6180.3,       1609.9,       4140.3,         430.1 
1982,     602000,       3370,          32,         186,,         737,       2415,      35067,       8698,      23891,       2478,         559.8,           5.3,          30.9,,         122.4,         401.2,       5825.1,       1444.9,       3968.6,         411.6 
1983,     606000,       2746,          25,         229,,         699,       1793,      30378,       7414,      20908,       2056,         453.1,           4.1,          37.8,,         115.3,         295.9,       5012.9,       1223.4,       3450.2,         339.3 
1984,     613000,       2671,          25,         300,,         711,       1635,      28021,       6678,      19747,       1596,         435.7,           4.1,          48.9,,         116.0,         266.7,       4571.1,       1089.4,       3221.4,         260.4 
1985,     622000,       2695,          30,         296,,         773,       1596,      28164,       6826,      19638,       1700,         433.3,           4.8,          47.6,,         124.3,         256.6,       4528.0,       1097.4,       3157.2,         273.3 
1986,     633000,       2703,          31,         360,,         786,       1526,      27881,       6598,      19562,       1721,         427.0,           4.9,          56.9,,         124.2,         241.1,       4404.6,       1042.3,       3090.4,         271.9 
1987,     644000,       2774,          33,         441,,         789,       1511,      29032,       6572,      20453,       2007,         430.7,           5.1,          68.5,,         122.5,         234.6,       4508.1,       1020.5,       3175.9,         311.6 
1988,     660000,       2981,          34,         491,,         784,       1672,      28693,       6868,      19824,       2001,         451.7,           5.2,          74.4,,         118.8,         253.3,       4347.4,       1040.6,       3003.6,         303.2 
1989,     673000,       3745,          34,         569,,         934,       2208,      28998,       6072,      20294,       2632,         556.5,           5.1,          84.5,,         138.8,         328.1,       4308.8,         902.2,       3015.5,         391.1 
1990,     666168,       4365,          33,         587,,       1098,       2647,      31344,       6465,      21922,       2957,         655.2,           5.0,          88.1,,         164.8,         397.3,       4705.1,         970.5,       3290.8,         443.9 
1991,     680000,       4857,          37,         588,,       1460,       2772,      35055,       7668,      24836,       2551,         714.3,           5.4,          86.5,,         214.7,         407.6,       5155.1,       1127.6,       3652.4,         375.1 
1992,     689000,       4280,          32,         591,,       1042,       2615,      29126,       6598,      20419,       2109,         621.2,           4.6,          85.8,,         151.2,         379.5,       4227.3,         957.6,       2963.6,         306.1 
1993,     700000,       4801,          35,         539,,       1307,       2920,      29304,       6244,      20853,       2207,         685.9,           5.0,          77.0,,         186.7,         417.1,       4186.3,         892.0,       2979.0,         315.3 
1994,     706000,       4549,          33,         546,,       1141,       2829,      29971,       6198,      20828,       2945,         644.3,           4.7,          77.3,,         161.6,         400.7,       4245.2,         877.9,       2950.1,         417.1 
1995,     717000,       5198,          25,         575,,       1425,       3173,      31790,       6491,      22329,       2970,         725.0,           3.5,          80.2,,         198.7,         442.5,       4433.8,         905.3,       3114.2,         414.2 
1996,     725000,       4845,          31,         454,,       1304,       3056,      30643,       5830,      21665,       3148,         668.3,           4.3,          62.6,,         179.9,         421.5,       4226.6,         804.1,       2988.3,         434.2 
1997,     732000,       5753,          22,         428,,       1783,       3520,      36578,       6421,      25904,       4253,         785.9,           3.0,          58.5,,         243.6,         480.9,       4997.0,         877.2,       3538.8,         581.0 
1998,     744000,       5672,          21,         499,,       1445,       3707,      34230,       6395,      24649,       3186,         762.4,           2.8,          67.1,,         194.2,         498.3,       4600.8,         859.5,       3313.0,         428.2 
1999,     753538,       5534,          24,         529,,       1492,       3489,      30922,       5245,      22634,       3043,         734.4,           3.2,          70.2,,         198.0,         463.0,       4103.6,         696.0,       3003.7,         403.8 
2000,     783600,       5363,          25,         424,,       1394,       3520,      29727,       5216,      21360,       3151,         684.4,           3.2,          54.1,,         177.9,         449.2,       3793.6,         665.6,       2725.9,         402.1 
2001,     796599,       4868,          23,         420,,       1156,       3269,      27399,       5144,      19476,       2779,         611.1,           2.9,          52.7,,         145.1,         410.4,       3439.5,         645.7,       2444.9,         348.9 
2002,     805945,       4836,          26,         358,,       1154,       3298,      26967,       5355,      18555,       3057,         600.0,           3.2,          44.4,,         143.2,         409.2,       3346.0,         664.4,       2302.3,         379.3 
2003,     818166,       5525,          21,         370,,       1441,       3693,      27943,       6066,      18933,       2944,         675.3,           2.6,          45.2,,         176.1,         451.4,       3415.3,         741.4,       2314.1,         359.8 
2004,     830069,       5105,          28,         357,,       1343,       3377,      27256,       5669,      19285,       2302,         615.0,           3.4,          43.0,,         161.8,         406.8,       3283.6,         683.0,       2323.3,         277.3 
2005,     841741,       5332,          37,         377,,       1306,       3612,      26245,       5811,      18085,       2349,         633.0,           4.4,          44.8,,         155.2,         429.1,       3118.0,         690.4,       2148.0,         279.0 
2006,     853476,       5983,          42,         417,,       1791,       3733,      29670,       6337,      20449,       2884,         701.0,           4.9,          48.9,,         209.8,         437.4,       3476.4,         742.5,       2396.0,         337.9 
2007,     864764,       6100,          39,         341,,       1763,       3957,      29216,       6420,      20454,       2342,         705.4,           4.5,          39.4,,         203.9,         457.6,       3378.5,         742.4,       2365.3,         270.8 
2008,     873092,       6187,          57,         371,,       1847,       3912,      31385,       6783,      22045,       2557,         708.6,           6.5,          42.5,,         211.5,         448.1,       3594.7,         776.9,       2524.9,         292.9 
2009,     885122,       5713,          41,         395,,       1680,       3597,      29685,       6943,      20836,       1906,         645.4,           4.6,          44.6,,         189.8,         406.4,       3353.8,         784.4,       2354.0,         215.3 
2010,     899792,       5608,          51,         326,,       1839,       3392,      31078,       7550,      21593,       1935,         623.3,           5.7,          36.2,,         204.4,         377.0,       3453.9,         839.1,       2399.8,         215.0 
2011,     908137,       5144,          48,         307,,       1558,       3231,      31163,       7617,      22001,       1545,         566.4,           5.3,          33.8,,         171.6,         355.8,       3431.5,         838.8,       2422.7,         170.1 
2012,     917053,       5048,          56,         249,,       1498,       3245,      30707,       7389,      21880,       1438,         550.5,           6.1,          27.2,,         163.3,         353.9,       3348.4,         805.7,       2385.9,         156.8 
2013,     925240,       4633,          41,         278,         399,       1233,       2960,      29001,       6299,      21347,       1355,         500.7,           4.4,          30.0,          43.1,         133.3,         319.9,       3134.4,         680.8,       2307.2,         146.4 
2014,     935614,       4576,          54,         249,         386,       1269,       2867,      27900,       5768,      20865,       1267,         489.1,           5.8,          26.6,          41.3,         135.6,         306.4,       2982.0,         616.5,       2230.1,         135.4 


		
		,1. The figures shown in this column for the offense of rape were estimated using the legacy UCR definition of rape - previously known as "Forcible" rape.  See UCR Offense Definitions for further information.
		
		,2. The figures shown in this column for the offense of rape were estimated using the revised Uniform Crime Reporting (UCR) definition of rape. In December 2011 the UCR program changed its definition of SRS rape to this revised definition. This change can be seen in the UCR data starting in 2013. Prior to 2013 this column will be blank. See UCR Offense Definitions for further information.
		
		
		,Notes:,National or state offense totals are based on data from all reporting agencies and estimates for unreported areas.

"           Rates are the number of reported offenses per 100,000 population"  
 
,,"Delaware - "
 
,,"Since complete 1995 data were not available from Delaware, standard estimation procedures were applied to derive the 1995 state estimate." 
,,"The state UCR Program was unable to provide 1998 forcible rape figures in accordance with national UCR guidelines.  The 1998 forcible rape total for Delaware was estimated by reducing the number of reported offenses by the proportion of male forcible rape victims statewide." 

"Sources: FBI, Uniform Crime Reports, prepared by the National Archive of Criminal Justice Data" 
